Date,Mkt,MktNm,Index,Constituents
2024-07-12,0112,スタンダード,108.1319651329582,1531
2024-07-12,0113,グロース,64.77556109725685,521
2024-07-19,0111,プライム,131.72413793103448,1551
2024-07-19,0112,スタンダード,107.61143818334735,1523
2024-07-19,0113,グロース,64.81839783343307,520
2024-07-26,0111,プライム,126.92728147273601,1552
2024-07-26,0112,スタンダード,105.9114735002912,1524
2024-07-26,0113,グロース,63.56050069541029,521
2024-08-02,0111,プライム,119.30379746835442,1553
2024-08-02,0112,スタンダード,100.6352390504848,1545
2024-08-02,0113,グロース,58.724202626641656,523
2024-08-09,0111,プライム,117.44765702891327,1553
2024-08-09,0112,スタンダード,97.07894494298235,1532
2024-08-09,0113,グロース,54.74990399385561,524
2024-08-16,0111,プライム,122.67441860465115,1553
2024-08-16,0112,スタンダード,100.5403239447539,1534
2024-08-16,0113,グロース,58.36627140974967,523
2024-08-23,0111,プライム,124.91124260355029,1553
2024-08-23,0112,スタンダード,101.5625,1529
2024-08-23,0113,グロース,58.22604668752135,524
2024-08-30,0111,プライム,126.6798418972332,1553
2024-08-30,0112,スタンダード,102.42886012839362,1514
2024-08-30,0113,グロース,59.68992248062015,523
2024-09-06,0111,プライム,123.4511008704557,1553
2024-09-06,0112,スタンダード,100.17300210360428,1508
2024-09-06,0113,グロース,58.406341259908224,525
2024-09-13,0111,プライム,121.16650987770461,1553
2024-09-13,0112,スタンダード,99.96563573883162,1500
2024-09-13,0113,グロース,58.3206106870229,523
2024-09-20,0111,プライム,124.62462462462463,1553
2024-09-20,0112,スタンダード,101.29870129870129,1527
2024-09-20,0113,グロース,58.5284530793137,522
2024-09-27,0111,プライム,127.75000000000001,1553
2024-09-27,0112,スタンダード,101.34786557674842,1518
2024-09-27,0113,グロース,58.21059431524548,528
2024-10-04,0111,プライム,126.85573366214551,1555
2024-10-04,0112,スタンダード,101.5353183401964,1520
2024-10-04,0113,グロース,58.83798092874969,524
2024-10-11,0111,プライム,126.2905162064826,1555
2024-10-11,0112,スタンダード,100.34435261707988,1515
2024-10-11,0113,グロース,57.562299286657534,528
2024-10-18,0111,プライム,125.60926580524611,1556
2024-10-18,0112,スタンダード,99.97859589041096,1508
2024-10-18,0113,グロース,56.48211214310286,526
2024-10-25,0111,プライム,121.53212432461349,1558
2024-10-25,0112,スタンダード,97.98713440500111,1534
2024-10-25,0113,グロース,54.41055312137213,530
